userName,score,content,at,clean_content,sentiment
Snowee,5,kasih bintang 5 biar si baca..makin kesini tarif ongkir gofood makin ngsak ngotak.. cuma beberapa km aja ongkirnya bisa SE mahal itu..di jarak yg tinggal nyebrang doang..misalnya antar lounge 78 ke kantor pajak..bisa 43 ribu..,2026-03-30 12:58:04,kasih bintang biar si bacamakin kesini tarif ongkir gofood makin ngsak ngotak cuma beberapa km aja ongkirnya bisa se mahal itudi jarak yg tinggal nyebrang doangmisalnya antar lounge ke kantor pajakbisa ribu,positif
Zaskia Amanda,5,oke,2026-03-30 12:54:56,oke,positif
Ervin Tan,1,sangat mengecewakan aplikasi hanya bisa chat balik saat pesanan diterima tidak lengkap driver tidak dapat di telepon kembali,2026-03-30 12:52:00,sangat mengecewakan aplikasi hanya bisa chat balik saat pesanan diterima tidak lengkap driver tidak dapat di telepon kembali,negatif
Gilang Farhanudin,2,susah banget dapet driver,2026-03-30 12:46:17,susah banget dapet driver,negatif
Sahirul Haidar,1,"langganan gojek plus udah kebayar dan kepotong 2x malah tapi tetep gabisa dan error, aneh",2026-03-30 12:42:16,langganan gojek plus udah kebayar dan kepotong x malah tapi tetep gabisa dan error aneh,negatif
Abrisamdanish Arifin,5,keren,2026-03-30 12:41:25,keren,positif
Lay Sajalah,5,bagus,2026-03-30 12:38:54,bagus,positif
Jihan,5,asik banget semenjak dowload gojek,2026-03-30 12:35:29,asik banget semenjak dowload gojek,positif
Fikri Syaiful,1,kecewa kalo musim hujan driver susah apa lg argo murahbanyk drama driver nya,2026-03-30 12:35:16,kecewa kalo musim hujan driver susah apa lg argo murahbanyk drama driver nya,negatif
Zulfa Fakhirah,5,"ole sih, tapi skrng knp jadi mahal bgt mana lama lg",2026-03-30 12:35:07,ole sih tapi skrng knp jadi mahal bgt mana lama lg,positif
Purmadi Purmadi,1,kenapa ya kalau cuaca mendung cari driver susah nya setengah mati apalagi pas pesen makanan nunggu sampai 2 jam tu tolong aplikasi gojek nya di pebarui atau kekmana supaya pelanggan puas,2026-03-30 12:31:58,kenapa ya kalau cuaca mendung cari driver susah nya setengah mati apalagi pas pesen makanan nunggu sampai jam tu tolong aplikasi gojek nya di pebarui atau kekmana supaya pelanggan puas,negatif
nub carrot,2,"sekarang makin susah nyari driver, jelek pemcariannyq padahal disekitar lokasi banyak, diperbaiki lah",2026-03-30 12:29:27,sekarang makin susah nyari driver jelek pemcariannyq padahal disekitar lokasi banyak diperbaiki lah,negatif
Ricky Elloy,5,sangat membantu di saat membutuhkan,2026-03-30 12:28:44,sangat membantu di saat membutuhkan,positif
Jawhed rendy,5,ok,2026-03-30 12:24:49,ok,positif
Zakky Gufron,1,"Makin kesini makin busuk, goride gocar dapat driver nya lama meskipun sudah prioritas sama gofood pun juga lama",2026-03-30 12:19:36,makin kesini makin busuk goride gocar dapat driver nya lama meskipun sudah prioritas sama gofood pun juga lama,negatif
aluna estian,1,"sering kelamaan buat dapat driver untuk gofood,jelek gak ky dulu gercep.",2026-03-30 12:18:58,sering kelamaan buat dapat driver untuk gofoodjelek gak ky dulu gercep,negatif
Arini Putri Salsabila,3,"tolong dong gojek masa iya aku mau ngampus jadi susah banget dapet driver sekarang? 😭 mau beli makan juga jadi ga affordable buat aku sebagai mahasiswa, maaf bgt tapi pake gojek suka jadi lebih mahal daripada aplikasi lain buat order makan😔💔",2026-03-30 12:17:37,tolong dong gojek masa iya aku mau ngampus jadi susah banget dapet driver sekarang mau beli makan juga jadi ga affordable buat aku sebagai mahasiswa maaf bgt tapi pake gojek suka jadi lebih mahal daripada aplikasi lain buat order makan,netral
najwan sidik,1,lama banget dapet drivernya,2026-03-30 12:15:59,lama banget dapet drivernya,negatif
The Author,5,teruji lah,2026-03-30 12:15:43,teruji lah,positif
Revi Arnan,1,aplikator kikir tolong di perbaiki sistem nya saya dapet driver susah karena aplikator nya kikir,2026-03-30 12:14:57,aplikator kikir tolong di perbaiki sistem nya saya dapet driver susah karena aplikator nya kikir,negatif
abdi Prayoga,1,mampus sistem kalian bikin pelanggan kabur.. terus lah gali lubang kubur kalian sedalam-dalamnya,2026-03-30 11:59:36,mampus sistem kalian bikin pelanggan kabur terus lah gali lubang kubur kalian sedalamdalamnya,negatif
Inakaa Syafa,1,gjls bgt g bisa login,2026-03-30 11:59:21,gjls bgt g bisa login,negatif
putri jung,2,"lama banget cari drivernya padahal rating ku juga bagus, trs kalo pesen gofood cari drivernya juga lama banget, udah dapet drivernya ehh sama yg punya resto tiba tiba dibatalin gitu aja harusnya kasih masukan buat para resto kalo tiba"" cancel"" aja gaada konfirmasi dikenakan sangsi biar kita para customer gak harus buang waktu",2026-03-30 11:57:39,lama banget cari drivernya padahal rating ku juga bagus trs kalo pesen gofood cari drivernya juga lama banget udah dapet drivernya ehh sama yg punya resto tiba tiba dibatalin gitu aja harusnya kasih masukan buat para resto kalo tiba cancel aja gaada konfirmasi dikenakan sangsi biar kita para customer gak harus buang waktu,negatif
Akbar Ramadhan,5,gojek nipaling oke,2026-03-30 11:52:31,gojek nipaling oke,positif
Nisa Fajriyah,5,top,2026-03-30 11:51:38,top,positif
19_Muhammad Dafa Resputra_XI MIPA 1,1,deket cuman 1km pasang tarif 30k pindah ke grab aja deh udah muak sama gojek,2026-03-30 11:48:18,deket cuman km pasang tarif k pindah ke grab aja deh udah muak sama gojek,negatif
Wahyu 12,2,driver susah,2026-03-30 11:48:07,driver susah,negatif
Rijal Zuhdi,5,ok,2026-03-30 11:45:42,ok,positif
Brian Ramadhan Iverson,1,"sudah pesan GoFood, disuruh nunggu 30 menit, smpe 3 jam nggk kekirim"", penipu..",2026-03-30 11:38:06,sudah pesan gofood disuruh nunggu menit smpe jam nggk kekirim penipu,negatif
Irma Sari,2,"mau ambil barang pake go send, pesen Uda 1 jam tapi ga dapet2,,paraaaaaaah",2026-03-30 11:36:53,mau ambil barang pake go send pesen uda jam tapi ga dapetparaaaaaaah,negatif
Vicky Firnanda,1,Sekarang tidak bisa tracking drivernya,2026-03-30 11:35:31,sekarang tidak bisa tracking drivernya,negatif
Aniz Ermawati,5,membantu 👍,2026-03-30 11:35:15,membantu,positif
Johan Joe,5,sejauh ini ok,2026-03-30 11:32:31,sejauh ini ok,positif
Fatika Tri Ningsih,5,bagus,2026-03-30 11:26:51,bagus,positif
saskia fariska,1,pelayanan lama,2026-03-30 11:26:20,pelayanan lama,negatif
Nadaa Fauziyya,1,"drivernya sering mogok kerja ga mau ambil orderan, cari driver susah bgt pdhl genting gada transportasi",2026-03-30 11:24:26,drivernya sering mogok kerja ga mau ambil orderan cari driver susah bgt pdhl genting gada transportasi,negatif
Neni Nuraeni,4,memuas kan,2026-03-30 11:18:58,memuas kan,positif
Nur Lathifah,1,susah dapat driver skrng,2026-03-30 11:18:04,susah dapat driver skrng,negatif
Nyoman Wartini,4,lo dst iya co BP MP ko tpl736 dr yn ourj0 k dr Ki pl,2026-03-30 11:16:38,lo dst iya co bp mp ko tpl dr yn ourj k dr ki pl,positif
chaca,2,seringgg susah dapet driver & kenapaa goride hematnyaa dihilangkan,2026-03-30 11:15:25,seringgg susah dapet driver kenapaa goride hematnyaa dihilangkan,negatif
Rohim aminnulloh,1,"LAMAAA BGTTTT LELEETTTT, YAAMPUN GUA GOPUD NUNGGU HAMPIR 2 JAM",2026-03-30 11:10:42,lamaaa bgtttt leleetttt yaampun gua gopud nunggu hampir jam,negatif
Kaka,1,susah nyari driver padahal masi sore,2026-03-30 11:08:01,susah nyari driver padahal masi sore,negatif
Indarti Arti,5,Pelayanan aman dan ramah,2026-03-30 11:06:43,pelayanan aman dan ramah,positif
Syahriwal Putra,5,oke,2026-03-30 11:04:44,oke,positif
best dj 996,5,keren,2026-03-30 11:02:59,keren,positif
Tazkiyyah azzahro,3,tarifnya tambah mahal,2026-03-30 11:02:48,tarifnya tambah mahal,netral
Ijang Fajar,1,gojek apk pembohong masa iya jarak dekat cuman muter2 gax jelas,2026-03-30 11:02:46,gojek apk pembohong masa iya jarak dekat cuman muter gax jelas,negatif
Eksa Fatorina,2,makin lemot. berkali kali order berkali kali pula GK dapat kendaraan.,2026-03-30 11:01:46,makin lemot berkali kali order berkali kali pula gk dapat kendaraan,negatif
Diana Andayani,5,mantap,2026-03-30 10:59:40,mantap,positif
Ratna Sari,5,sangat membantu apa lagi kalau lagi buru - buru .,2026-03-30 10:46:19,sangat membantu apa lagi kalau lagi buru buru,positif
Widiyanti Utami,4,"gojek kenapa dah sekarang lelet banget, gofood bisa lama banget berasa pake yang hemat padahal pake express dengan alasan antri dll. nyatanya sampe rumah makanan dah dingin 😭",2026-03-30 10:45:18,gojek kenapa dah sekarang lelet banget gofood bisa lama banget berasa pake yang hemat padahal pake express dengan alasan antri dll nyatanya sampe rumah makanan dah dingin,positif
Dimas Ferian,2,"Ribet nyari driver pake ada ""pencarian prioritas"" harus bayar lebih, kalau gak pake ini gak dapat-dapat driver.",2026-03-30 10:43:42,ribet nyari driver pake ada pencarian prioritas harus bayar lebih kalau gak pake ini gak dapatdapat driver,negatif
Ida Hindayah Sihombing,5,"Thank youuuu Gojek, dimana ada saya disitu ada gojek selalu standby Sukses selamanya.",2026-03-30 10:43:04,thank youuuu gojek dimana ada saya disitu ada gojek selalu standby sukses selamanya,positif
Ivana Christinasari,1,"entah kenapa akhir2 ini susah dapat driver, go ride go food gak dapat driver males banget",2026-03-30 10:42:45,entah kenapa akhir ini susah dapat driver go ride go food gak dapat driver males banget,negatif
Adinda Haysa,5,saya percaya gojek,2026-03-30 10:41:58,saya percaya gojek,positif
Kharisma Afrilia Nabilla,5,ok,2026-03-30 10:39:18,ok,positif
ARBOW,1,"tidak membantu, tidak membuat lebih cepat jg, sistem gojek emang sangat sangat buruk, terburuk !!",2026-03-30 10:31:07,tidak membantu tidak membuat lebih cepat jg sistem gojek emang sangat sangat buruk terburuk,negatif
denmas angkara,5,manfaat,2026-03-30 10:28:52,manfaat,positif
Wisnu Z,1,"gak jelas, sinyal msih full tp pas mau pesen eror mulu tulisannya gak ada sinyal², padahal kuota masih banyak bisa buat sosmed lancar",2026-03-30 10:27:10,gak jelas sinyal msih full tp pas mau pesen eror mulu tulisannya gak ada sinyal padahal kuota masih banyak bisa buat sosmed lancar,negatif
elmira rahma,5,mantap belum pernah kecewa pake app ojek online ini,2026-03-30 10:21:16,mantap belum pernah kecewa pake app ojek online ini,positif
Rahma Ulia,1,"lelet, mahall di aplikasi pdahal udah tertera harganya sekian tapi ngeyel minta tambah mana minta tambah e GK kira"" lagi KLO engga kepaksa mana mau saya pesen di gojek ini",2026-03-30 10:15:55,lelet mahall di aplikasi pdahal udah tertera harganya sekian tapi ngeyel minta tambah mana minta tambah e gk kira lagi klo engga kepaksa mana mau saya pesen di gojek ini,negatif
Akun ff sg reaper,1,"gw bingung kasih bintangnya. setiap hujan pada pemalas, kalau misal hujan 2 harian full berarti libur dadakan ya ojeknya? nolak rezeki banget ya?",2026-03-30 10:13:01,gw bingung kasih bintangnya setiap hujan pada pemalas kalau misal hujan harian full berarti libur dadakan ya ojeknya nolak rezeki banget ya,negatif
Eva Eva,5,ok,2026-03-30 10:11:44,ok,positif
Ardiansya Solechan,3,layan go green sm saya tidak muncul kenapa?,2026-03-30 10:05:57,layan go green sm saya tidak muncul kenapa,netral
cmlnsyh,1,tolong kecepatan untuk memperoleh driver diperluas karena saya sering kesulitan order goofood tapi kelamaan nunggu dapat driver dan akhirnya saya cancel percuma driver banyak tapi stay di 1 tempat yang rame saja outlet lain kesulitan dapat driver,2026-03-30 10:05:44,tolong kecepatan untuk memperoleh driver diperluas karena saya sering kesulitan order goofood tapi kelamaan nunggu dapat driver dan akhirnya saya cancel percuma driver banyak tapi stay di tempat yang rame saja outlet lain kesulitan dapat driver,negatif
ian rafay,5,membantu,2026-03-30 10:04:56,membantu,positif
M Nabil Fajri,1,tidak jelas grabnya lama dapatnya padahal di pusat kota sekalinya dapat susah di hubungi lama di jalan,2026-03-30 09:59:54,tidak jelas grabnya lama dapatnya padahal di pusat kota sekalinya dapat susah di hubungi lama di jalan,negatif
Nining Yuniarti,5,semoga semakin jaya dan drivernya baik tidak boong in orang,2026-03-30 09:56:39,semoga semakin jaya dan drivernya baik tidak boong in orang,positif
rahayu prabandari,5,lebih praktis kalau ada gojek,2026-03-30 09:54:31,lebih praktis kalau ada gojek,positif
Reva Skena,2,ini aku gak tau ya permasalahannya dari mana entah dari drivernya apa app nya ini drivernya dari tadi cuma stay di tempat gk ada pergerakan sama sekali tolong dong ditegaskan lagi ini nunggu drivernya sudah cukup lama ya driver dari tadi gk gerak sama sekali!!!,2026-03-30 09:53:01,ini aku gak tau ya permasalahannya dari mana entah dari drivernya apa app nya ini drivernya dari tadi cuma stay di tempat gk ada pergerakan sama sekali tolong dong ditegaskan lagi ini nunggu drivernya sudah cukup lama ya driver dari tadi gk gerak sama sekali,negatif
19 - Frishella aulia Joren,2,"jujur sebenarnya aplikasinya bagus, tapi kalo lagi hujan atau sehabis hujan ituh susah banget buat cari driver saya ga paham antara emang ga mau atau mereka matikan aplikasi namun sebanyak driver gojek yang ada tidak ada satu pun yang ambil, saya sudah mau rela keluarin uang yang aga cukup besar untuk pulang dengan jarak yang aga emang jauh sih, cuman biasanya saya akan kasih lebih untuk drive nya, sama saya sering kali dapat perlakuan yang tidak enak, dan gunakan kenalpot yang sni",2026-03-30 09:50:58,jujur sebenarnya aplikasinya bagus tapi kalo lagi hujan atau sehabis hujan ituh susah banget buat cari driver saya ga paham antara emang ga mau atau mereka matikan aplikasi namun sebanyak driver gojek yang ada tidak ada satu pun yang ambil saya sudah mau rela keluarin uang yang aga cukup besar untuk pulang dengan jarak yang aga emang jauh sih cuman biasanya saya akan kasih lebih untuk drive nya sama saya sering kali dapat perlakuan yang tidak enak dan gunakan kenalpot yang sni,negatif
Danang Sigit,5,Pelayanan oke..,2026-03-30 09:47:56,pelayanan oke,positif
Deni Agung,5,jos,2026-03-30 09:43:37,jos,positif
MUH AZIZ,5,mantap,2026-03-30 09:37:19,mantap,positif
Suguru,1,"drivernya sombong bgt main cancel cancel mlu, udh lama nunggu eh di cancel jembot",2026-03-30 09:30:04,drivernya sombong bgt main cancel cancel mlu udh lama nunggu eh di cancel jembot,negatif
Ivan Agustiar,5,Puas,2026-03-30 09:29:19,puas,positif
Rafael,3,"susah banget cari driver pas lagi hujan, dan mahal banget ongkos nya udah kayak berkali kali lipat",2026-03-30 09:28:46,susah banget cari driver pas lagi hujan dan mahal banget ongkos nya udah kayak berkali kali lipat,netral
Muhammad Gian Aditantra _Peserta,1,gajelas sekarang nyari driver lama dateng juga lama,2026-03-30 09:28:09,gajelas sekarang nyari driver lama dateng juga lama,negatif
Dian Eka Safitri,5,seneng banget bisa membantu ketika sedang mencari apa yang di butuhkan ada semua,2026-03-30 09:19:30,seneng banget bisa membantu ketika sedang mencari apa yang di butuhkan ada semua,positif
Keysa Ramadani,5,seneng banget semenjak punya aplikasi ini aku nggak pernah bingung kalau ke mana mana,2026-03-30 09:06:42,seneng banget semenjak punya aplikasi ini aku nggak pernah bingung kalau ke mana mana,positif
eddy purwanto,5,good job,2026-03-30 09:05:58,good job,positif
Samuel Tadeus,5,Bagus banget,2026-03-30 09:05:51,bagus banget,positif
eby hasto,4,ok,2026-03-30 09:05:47,ok,positif
Su Niah,5,sangat baik,2026-03-30 09:00:56,sangat baik,positif
Fransiska Nanggo,5,bapak sopir nya baik sekali dan sopan sekali,2026-03-30 08:58:14,bapak sopir nya baik sekali dan sopan sekali,positif
frans NR,1,"dapetnya jauh2 mulu, gerimis kecil pun ga ada yang mau ambil, berak.",2026-03-30 08:55:45,dapetnya jauh mulu gerimis kecil pun ga ada yang mau ambil berak,negatif
Irfan Afandi,5,sangat puas dalam aplikasi gojek ini,2026-03-30 08:54:09,sangat puas dalam aplikasi gojek ini,positif
Evi Novianti,5,Sangat membantu dalam segala hal 🥰,2026-03-30 08:53:54,sangat membantu dalam segala hal,positif
Nu Rohman,5,bagus,2026-03-30 08:52:44,bagus,positif
Anggun Sptynii,2,"lama, nyari driver juga susah",2026-03-30 08:45:49,lama nyari driver juga susah,negatif
Hendra Marwan,5,bagus,2026-03-30 08:43:49,bagus,positif
sabrina nur ulya,5,gojek sangat berguna dan membantu saat membutuhkan anter jemput baju hijau green flag 💚,2026-03-30 08:40:28,gojek sangat berguna dan membantu saat membutuhkan anter jemput baju hijau green flag,positif
Fajar Muchammad Rifqi,1,bagaimana cara untuk melaporkan perihal penagihan dari pihak gopay nih? ngelebihin dari aplikasi pinjol beneran.,2026-03-30 08:29:30,bagaimana cara untuk melaporkan perihal penagihan dari pihak gopay nih ngelebihin dari aplikasi pinjol beneran,negatif
Sezsha Aurellia Ramadhan,2,"tlong ya drivernya klo gmw ambil orderan tu ya bilang, saya sering dianggurin driver selama sejam lebih krna mereka gamau ambil orderan lantaran mereka gamau ratingnya turun",2026-03-30 08:26:32,tlong ya drivernya klo gmw ambil orderan tu ya bilang saya sering dianggurin driver selama sejam lebih krna mereka gamau ambil orderan lantaran mereka gamau ratingnya turun,negatif
Rita semarang,2,"order pake gofood minta cocacola dikirimnya fanta. order 2 burger, ayam dan kentang large cuma dikasih 3 sachet sambal, padahal sdh saya kasih note minta tambahan sambal. jangan pelit2 ke customer. apalagi hanya sambal sacetan. hal sepele tapi bikin kapok.",2026-03-30 08:26:17,order pake gofood minta cocacola dikirimnya fanta order burger ayam dan kentang large cuma dikasih sachet sambal padahal sdh saya kasih note minta tambahan sambal jangan pelit ke customer apalagi hanya sambal sacetan hal sepele tapi bikin kapok,negatif
Husnul Khotimah,1,"percuma ada ojol, kalo hujan susah dapet driver ntah goride atau gofood, bahkan gocar juga susah, di apk ojol lain ketika hujan pun cepat dapatnya",2026-03-30 08:25:23,percuma ada ojol kalo hujan susah dapet driver ntah goride atau gofood bahkan gocar juga susah di apk ojol lain ketika hujan pun cepat dapatnya,negatif
s elo,1,saat hujan lalu sudah teduh dan memesan makanan gak ada satu pun driver untuk mengantarkannya sangat membuang buang waktu untuk men cancel nya.,2026-03-30 08:21:31,saat hujan lalu sudah teduh dan memesan makanan gak ada satu pun driver untuk mengantarkannya sangat membuang buang waktu untuk men cancel nya,negatif
Bambang hari waluyo. AMD Bambang,5,pengambilan barang tepat waktu,2026-03-30 08:21:29,pengambilan barang tepat waktu,positif
Theonie Magdhaulina sihaloho,5,lebih mudah,2026-03-30 08:19:03,lebih mudah,positif
Ewe Testimoni,1,"GO-RIDE hemat jemput nya jauh jauh, it bego",2026-03-30 08:16:41,goride hemat jemput nya jauh jauh it bego,negatif
Yoko Suyoko,1,"penjemputan terlalu jauh bayar mahal driver dapatnya dikit, pelayanan jadi buruk, tak seindah dulu",2026-03-30 08:14:07,penjemputan terlalu jauh bayar mahal driver dapatnya dikit pelayanan jadi buruk tak seindah dulu,negatif
Agung Zainal,5,"saran, coba dibikin fitur goride/gocar yg dimana drivernya ini perempuan. Fitur nanti dikhususkan kepada pengguna atau customer yang perempuan juga. Pakai verifikasi driver, dan verifikasi pengguna juga🙏",2026-03-30 08:06:27,saran coba dibikin fitur goridegocar yg dimana drivernya ini perempuan fitur nanti dikhususkan kepada pengguna atau customer yang perempuan juga pakai verifikasi driver dan verifikasi pengguna juga,positif
